,1,2,3,status_Gini
0,6.0,11.0,22.0,0.23655913978494625
1,380.0,13521.0,568.0,0.031851215341945446
2,0.0,99.0,3.0,0.014486391571553995
3,0.0,9.0,0.0,0.0
4,0.0,177.0,54.0,0.10141329258976317
5,0.0,69.0,13.0,0.07244387013406559
6,0.0,18.0,5.0,0.09544008483563096
7,0.0,15.0,0.0,0.0
8,0.0,5.0,0.0,0.0
9,0.0,27.0,3.0,0.04736842105263158
10,0.0,8.0,0.0,0.0
11,0.0,4.0,0.0,0.0
12,0.0,11.0,1.0,0.03985507246376812
13,0.0,5.0,0.0,0.0
14,0.0,18.0,0.0,0.0
15,0.0,6.0,1.0,0.06593406593406594
16,0.0,69.0,1.0,0.007091469681397739
17,0.0,46.0,1.0,0.01052390757263784
18,0.0,5.0,0.0,0.0
19,0.0,30.0,0.0,0.0
20,0.0,15.0,4.0,0.09287925696594426
21,0.0,10.0,0.0,0.0
22,0.0,44.0,0.0,0.0
23,0.0,33.0,0.0,0.0
24,0.0,7.0,0.0,0.0
25,0.0,4.0,2.0,0.13333333333333333
26,0.0,8.0,0.0,0.0
27,0.0,21.0,0.0,0.0
28,0.0,38.0,1.0,0.012654012654012654
29,0.0,41.0,1.0,0.011761331038439472
30,0.0,12.0,0.0,0.0
31,0.0,13.0,0.0,0.0
32,0.0,42.0,5.0,0.050203203442505374
33,0.0,6.0,0.0,0.0
34,0.0,9.0,0.0,0.0
35,0.0,9.0,0.0,0.0
36,0.0,6.0,0.0,0.0
37,0.0,11.0,3.0,0.09428571428571428
38,0.0,4.0,0.0,0.0
39,0.0,6.0,5.0,0.16042780748663102
40,0.0,4.0,0.0,0.0
41,0.0,34.0,5.0,0.059711977520196705
42,0.0,7.0,0.0,0.0
43,0.0,8.0,0.0,0.0
44,0.0,5.0,1.0,0.07575757575757576
45,0.0,20.0,0.0,0.0
46,0.0,5.0,0.0,0.0
47,0.0,10.0,0.0,0.0
48,0.0,0.0,4.0,0.0
49,0.0,2.0,4.0,0.16666666666666666
50,0.0,0.0,7.0,0.0
51,386.0,14587.0,714.0,0.03407859151959046
