,阳历年份,季节号,序号,插补号,卷号,册号,书名,出版单位,版本年号,版本年代,版本干支,版本季节,页码,地区,地名_题头,机构一,机构二,机构三,缺分,官缺等级,官职一,官职二,加级,加级军功,爵位,身份一,姓,名,字号,原籍省,原籍县,籍贯省,籍贯县,身份二,旗分,出身一,科年一,出身二,科年二,铨选年号,铨选年代,铨选闰月,铨选月,铨选方式
67126,1901.0,4.0,7290.0,0.0,69,2.0,爵秩全覽,刻本,光緒,27.0,辛丑,冬,326,河南省,定穎,汝甯府,西平縣,,中缺,衝繁,知縣,,,,,,左,輔,,,,湖南,長沙,,,監生,,,,,,,,
67130,1901.0,4.0,7294.0,0.0,69,2.0,爵秩全覽,刻本,光緒,27.0,辛丑,冬,326,河南省,吳房,汝甯府,遂平縣,,中缺,衝繁,知縣,,,,,,靳,介熙,,,,山東,聊城,,,廩貢,,,,,,,,
67134,1901.0,4.0,7298.0,0.0,69,2.0,爵秩全覽,刻本,光緒,27.0,辛丑,冬,326,河南省,明陵,汝甯府,確山縣,,中缺,衝繁,知縣,,,,,,施,廷弼,,,,廣西,橫州,,,進士,,,,,,,,
67145,1901.0,4.0,7309.0,0.0,69,2.0,爵秩全覽,刻本,光緒,27.0,辛丑,冬,327,河南省,寶城,汝甯府,羅山縣,,中缺,繁難,知縣,,,,,,孔,繁潔,,,,山東,曲阜,,,監生,,,,,,,,
67155,1901.0,4.0,7319.0,0.0,69,2.0,爵秩全覽,刻本,光緒,27.0,辛丑,冬,327,河南省,西陽,光州直隸州,光山縣,,要缺,繁難,知縣,,,,,,,空白,,,,,,,,,,,,,,,,
67159,1901.0,4.0,7323.0,0.0,69,2.0,爵秩全覽,刻本,光緒,27.0,辛丑,冬,327,河南省,蓼國,光州直隸州,固始縣,,要缺,繁疲難,知縣,,,,,,楊,溶,,,,福建,閩縣,,,進士,,,,,,,,
67165,1901.0,4.0,7329.0,0.0,69,2.0,爵秩全覽,刻本,光緒,27.0,辛丑,冬,327,河南省,新息,光州直隸州,息縣,,要缺,繁疲難,知縣,,,,,,楊,清魁,,,,直隸,清苑,,,進士,,,,,,,,
67169,1901.0,4.0,7333.0,0.0,69,2.0,爵秩全覽,刻本,光緒,27.0,辛丑,冬,327,河南省,雩婁,光州直隸州,商城縣,,簡缺,難,知縣,,,,,,陸,延楨,,,,江蘇,吳江,,,進士,,,,,,,,
67179,1901.0,4.0,7343.0,0.0,69,2.0,爵秩全覽,刻本,光緒,27.0,辛丑,冬,327,河南省,魯陽,汝州直隸州,魯山縣,,簡缺,難,知縣,,,,,,,空白,,,,,,,,,,,,,,,,
67184,1901.0,4.0,7348.0,0.0,69,2.0,爵秩全覽,刻本,光緒,27.0,辛丑,冬,327,河南省,龍山,汝州直隸州,郟縣,,簡缺,難,知縣,,,,,,呂,相曾,,,,山東,萊蕪,,,監生,,,,,,,,
67188,1901.0,4.0,7352.0,0.0,69,2.0,爵秩全覽,刻本,光緒,27.0,辛丑,冬,327,河南省,雉陽,汝州直隸州,寶豐縣,,簡缺,難,知縣,,,,,,汪,寶堂,,,,江西,貴溪,,,監生,,,,,,,,
67191,1901.0,4.0,7355.0,0.0,69,2.0,爵秩全覽,刻本,光緒,27.0,辛丑,冬,327,河南省,練溪,汝州直隸州,伊陽縣,,簡缺,,知縣,,,,,,胡,昶英,,,,順天,大興,,,監生,,,,,,,,
79651,1902.0,1.0,6815.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,430,河南省,俊儀,開封府,祥符縣,,最要,衝繁難,知縣,,,,,,,恩鍾,,,,,,漢軍,鑲藍,進士,,,,,,,,
79661,1902.0,1.0,6825.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,430,河南省,小黃,開封府,陳留縣,,簡缺,衝,知縣,,,,,,王,謙覲,,,,安徽,鳳陽,,,監生,,,,,,,,
79666,1902.0,1.0,6830.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,430,河南省,雍邱,開封府,杞縣,,要缺,衝繁難,知縣,,,,,,蒯,籛,,,,順天,大興,,,監生,,,,,,,,
79670,1902.0,1.0,6834.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,430,河南省,咸平,開封府,通許縣,,簡缺,,知縣,,,,,,杜,玉,,,,奉天,錦縣,,,監生,,,,,,,,
79674,1902.0,1.0,6838.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,430,河南省,蔡陂,開封府,尉氏縣,,簡缺,衝,知縣,,,,,,鄒,邦瑞,,,,江蘇,常熟,,,監生,,,,,,,,
79678,1902.0,1.0,6842.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,430,河南省,朱樓,開封府,洧川縣,,簡缺,,知縣,,,,,,劉,時暘,,,,湖南,湘陰,,,舉人,,,,,,,,
79682,1902.0,1.0,6846.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,430,河南省,彪岡,開封府,鄢陵縣,,簡缺,難,知縣,,,,,,王,錫侯,,,,山東,長山,,,監生,,,,,,,,
79686,1902.0,1.0,6850.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,430,河南省,圃田,開封府,中牟縣,,中缺,衝繁,知縣,,,,,,,慶安,,,,,,漢軍,鑲黃,舉人,,,,,,,,
79692,1902.0,1.0,6856.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,430,河南省,東明,開封府,蘭儀縣,,中缺,衝繁,知縣,,,,,,沈,福源,,,,江蘇,元和,,,舉人,,,,,,,,
79703,1902.0,1.0,6867.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,430,河南省,成皋,開封府,榮陽縣,,簡缺,衝,知縣,,,,,,,空白,,,,,,,,,,,,,,,,
79707,1902.0,1.0,6871.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,430,河南省,廣武,開封府,榮澤縣,,要缺,衝繁疲,知縣,,,,,,雷,蔚瑞,,,,陝西,白水,,,進士,,,,,,,,
79714,1902.0,1.0,6878.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,430,河南省,東虢,開封府,汜水縣,,簡缺,衝,知縣,,,,,,程,遵堯,,,,安徽,潛山,,,,,,,,,,,
79722,1902.0,1.0,6886.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,431,河南省,曲梁,開封府,密縣,,簡缺,,知縣,,,,,,陶,應輝,,,,湖南,衡山,,,吏員,,,,,,,,
79726,1902.0,1.0,6890.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,431,河南省,苑陵,開封府,新鄭縣,,簡缺,衝,知縣,,,,,,王,溥,,,,浙江,武康,,,監生,,,,,,,,
79735,1902.0,1.0,6899.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,431,河南省,宛邱,陳州府,淮甯縣,,要缺,繁疲難,知縣,,,,,,程,鐘,,,,江西,南昌,,,進士,,,,,,,,
79740,1902.0,1.0,6904.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,431,河南省,溵木,陳州府,商水縣,,簡缺,,知縣,,,,,,李,煥新,,,,奉天,蓋平,,,歲貢,,,,,,,,
79744,1902.0,1.0,6908.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,431,河南省,長平,陳州府,西華縣,,簡缺,難,知縣,,,,,,舒,樹基,,,,浙江,奉化,,,監生,,,,,,,,
79748,1902.0,1.0,6912.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,431,河南省,林陵,陳州府,項城縣,,簡缺,,知縣,,,,,,姚,禮咸,,,,廣西,番禺,,,監生,,,,,,,,
79752,1902.0,1.0,6916.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,431,河南省,平興,陳州府,沈邱縣,,簡缺,難,知縣,,,,,,曹,善臻,,,,江蘇,溧陽,,,拔貢,,,,,,,,
79756,1902.0,1.0,6920.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,431,河南省,陽夏,陳州府,太康縣,,要缺,繁疲難,知縣,,,,,,葉,濟,,,,浙江,仁和,,,舉人,,,,,,,,
79761,1902.0,1.0,6925.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,431,河南省,北陳,陳州府,扶溝縣,,簡缺,,知縣,,,,,,楊,敬修,,,,浙江,山陰,,,監生,,,,,,,,
79770,1902.0,1.0,6934.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,431,河南省,隠強,許州直隸州,臨頴縣,,簡缺,衝,知縣,,,,,,蔣,世芳,,,,湖南,湘潭,,,舉人,,,,,,,,
79774,1902.0,1.0,6938.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,431,河南省,鄭汜,許州直隸州,襄城縣,,中缺,衝繁,知縣,,,,,,邵,壽宸,,,,浙江,餘姚,,,監生,,,,,,,,
79778,1902.0,1.0,6942.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,431,河南省,召陵,許州直隸州,郾城縣,,簡缺,衝,知縣,,,,,,于,文泉,,,,山東,蓬萊,,,進士,,,,,,,,
79782,1902.0,1.0,6946.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,431,河南省,長社,許州直隸州,長葛縣,,簡缺,,知縣,,,,,,,空白,,,,,,,,,,,,,,,,
79792,1902.0,1.0,6956.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,431,河南省,雎陽,歸德府,商邱縣,,要缺,衝繁難,知縣,,,,,,,空白,,,,,,,,,,,,,,,,
79797,1902.0,1.0,6961.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,432,河南省,巳吾,歸德府,甯陵縣,,簡缺,衝,知縣,,,,,,鄭,鴻瑞,,,,江蘇,陽湖,,,舉人,,,,,,,,
79801,1902.0,1.0,6965.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,432,河南省,真原,歸德府,鹿邑縣,,要缺,繁疲難,知縣,,,,,,李,標鳳,,,,江蘇,吳縣,,,監生,,,,,,,,
79806,1902.0,1.0,6970.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,432,河南省,黍邱,歸德府,夏邑縣,,中缺,衝難,知縣,,,,,,胡,嗣芬,,,,貴州,開州,,,,,,,,,,,
79811,1902.0,1.0,6975.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,432,河南省,太邱,歸德府,永城縣,,要缺,衝繁難,知縣,,,,,,岳,廷楷,,,,山東,利津,,,廩貢,,,,,,,,
79816,1902.0,1.0,6980.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,432,河南省,古虞,歸德府,虞城縣,,中缺,衝繁,知縣,,,,,,朱,慶崧,,,,順天,宛平,,,廩貢,,,,,,,,
79825,1902.0,1.0,6989.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,432,河南省,戴國,歸德府,考城縣,,簡缺,,知縣,,,,,,周,錫曾,,,,浙江,海甯州,,,副貢,,,,,,,,
79830,1902.0,1.0,6994.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,432,河南省,古傿,歸德府,柘城縣,,簡缺,,知縣,,,,,,費,鴻年,,,,浙江,慈谿,,,監生,,,,,,,,
79839,1902.0,1.0,7003.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,432,河南省,林城,彰德府,安陽縣,,要缺,衝繁疲,知縣,,,,,,石,庚,,,,浙江,會稽,,,舉人,,,,,,,,
79844,1902.0,1.0,7008.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,432,河南省,相州,彰德府,湯陰縣,,中缺,衝繁,知縣,,,,,,周,寶琛,,,,山東,濟寧州,,,監生,,,,,,,,
79849,1902.0,1.0,7013.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,432,河南省,淦水,彰德府,臨漳縣,,簡缺,繁,知縣,,,,,,周,秉彝,,,,湖北,漢陽,,,附貢,,,,,,,,
79853,1902.0,1.0,7017.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,432,河南省,林慮,彰德府,林縣,,簡缺,繁,知縣,,,,,,葉,惟憲,,,,江蘇,上元,,,監生,,,,,,,,
79857,1902.0,1.0,7021.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,432,河南省,繁陽,彰德府,內黃縣,,要缺,繁難,知縣,,,,,,李,汝拔,,,,廣東,三水,,,舉人,,,,,,,,
79863,1902.0,1.0,7027.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,432,河南省,陽邑,彰德府,武安縣,,簡缺,繁,知縣,,,,,,劉,瑞霖,,,,江蘇,陽湖,,,監生,,,,,,,,
79867,1902.0,1.0,7031.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,432,河南省,刈陵,彰德府,涉縣,,簡缺,,知縣,,,,,,陳,德峻,,,,山東,厯城,,,增貢,,,,,,,,
79875,1902.0,1.0,7039.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,433,河南省,牧野,衛輝府,汲縣,,中缺,衝繁,知縣,,,,,,李,元楨,,,,江蘇,吳縣,,,舉人,,,,,,,,
79879,1902.0,1.0,7043.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,433,河南省,新樂,衛輝府,新鄉縣,,中缺,衝繁,知縣,,,,,,魯,恒祥,,,,,,漢軍,正白,舉人,,,,,,,,
79883,1902.0,1.0,7047.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,433,河南省,甯邑,衛輝府,獲嘉縣,,中缺,衝繁,知縣,,,,,,邵,祖奭,,,,山西,高平,,,舉人,,,,,,,,
79888,1902.0,1.0,7052.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,433,河南省,古般,衛輝府,淇縣,,簡缺,衝,知縣,,,,,,史,悠履,,,,廣東,番禺,,,舉人,,,,,,,,
79891,1902.0,1.0,7055.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,433,河南省,其城,衛輝府,輝縣,,簡缺,繁,知縣,,,,,,廉,傑,,,,,,漢軍,鑲藍,舉人,,,,,,,,
79896,1902.0,1.0,7060.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,433,河南省,酸棗,衛輝府,延津縣,,中缺,衝疲,知縣,,,,,,周,常炳,,,,直隸,天津,,,舉人,,,,,,,,
79900,1902.0,1.0,7064.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,433,河南省,黎陽,衛輝府,濬縣,,中缺,衝繁,知縣,,,,,,張,心泰,,,,江蘇,江都,,,附貢,,,,,,,,
79905,1902.0,1.0,7069.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,433,河南省,京城,衛輝府,滑縣,,要缺,繁難,知縣,,,,,,盛,元均,,,,浙江,秀水,,,優貢,,,,,,,,
79911,1902.0,1.0,7075.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,433,河南省,封父,衛輝府,封邱縣,,簡缺,繁,知縣,,,,,,黃,庭芝,,,,廣東,文昌,,,拔貢,,,,,,,,
79923,1902.0,1.0,7087.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,433,河南省,刑邱,懷慶府,河內縣,,要缺,衝繁,知縣,,,,,,苗,燮,,,,江蘇,上元,,,監生,,,,,,,,
79928,1902.0,1.0,7092.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,433,河南省,王屋,懷慶府,濟源縣,,簡缺,難,知縣,,,,,,魯,恩培,,,,順天,大興,,,監生,,,,,,,,
79933,1902.0,1.0,7097.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,433,河南省,卷縣,懷慶府,原武縣,,簡缺,難,知縣,,,,,,張,秀升,,,,山西,介休,,,監生,,,,,,,,
79938,1902.0,1.0,7102.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,433,河南省,山陽,懷慶府,修武縣,,中缺,衝繁,知縣,,,,,,黃,銓,,,,陝西,大荔,,,監生,,,,,,,,
79943,1902.0,1.0,7107.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,434,河南省,安昌,懷慶府,武陟縣,,,,知縣,,,,,,夏,聯鈺,,,,山東,濟甯州,,,,,,,,,,,
79949,1902.0,1.0,7113.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,434,河南省,水基,懷慶府,孟縣,,要缺,衝繁,知縣,,,,,,孫,壽彭,,,,浙江,歸安,,,監生,,,,,,,,
79954,1902.0,1.0,7118.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,434,河南省,平皋,懷慶府,溫縣,,簡缺,繁,知縣,,,,,,周,照堂,,,,江西,玉山,,,監生,,,,,,,,
79958,1902.0,1.0,7122.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,434,河南省,白溝,懷慶府,陽武縣,,簡缺,繁,知縣,,,,,,陳,紹祖,,,,順天,涿州,,,監生,,,,,,,,
79968,1902.0,1.0,7132.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,434,河南省,伊關,河南府,洛陽縣,,要缺,衝繁難,知縣,,,,,,于,光明,,,,山東,蓬萊,,,舉人,,,,,,,,
79973,1902.0,1.0,7137.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,434,河南省,緱氏,河南府,偃師縣,,簡缺,衝,知縣,,,,,,潘,毓岱,,,,江蘇,溧陽,,,監生,,,,,,,,
79977,1902.0,1.0,7141.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,434,河南省,芝田,河南府,鞏縣,,簡缺,衝,知縣,,,,,,陳,吉冕,,,,山東,長清,,,副貢,,,,,,,,
79980,1902.0,1.0,7144.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,434,河南省,河清,河南府,孟津縣,,簡缺,,知縣,,,,,,田,務本,,,,山東,鉅野,,,廕生,,,,,,,,
79984,1902.0,1.0,7148.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,434,河南省,甘棠,河南府,宜陽縣,,簡缺,,知縣,,,,,,周,雲,,,,山東,東阿,,,進士,,,,,,,,
79989,1902.0,1.0,7153.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,434,河南省,審高,河南府,登封縣,,簡缺,,知縣,,,,,,汪,繼祖,,,,江蘇,江甯,,,監生,,,,,,,,
79993,1902.0,1.0,7157.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,434,河南省,熊耳,河南府,永甯縣,,簡缺,,知縣,,,,,,,空白,,,,,,,,,,,,,,,,
79997,1902.0,1.0,7161.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,434,河南省,東垣,河南府,新安縣,,簡缺,衝,知縣,,,,,,曾,慶蘭,,,,湖北,京山,,,進士,,,,,,,,
80001,1902.0,1.0,7165.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,434,河南省,俱利,河南府,澠池縣,,簡缺,衝,知縣,,,,,,賀,國瑛,,,,安徽,宿松,,,進士,,,,,,,,
80005,1902.0,1.0,7169.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,434,河南省,陸渾,河南府,嵩縣,,簡缺,難,知縣,,,,,,楊,振奎,,,,山西,介休,,,監生,,,,,,,,
80017,1902.0,1.0,7181.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,435,河南省,恒農,陝州直隸州,靈寶縣,,中缺,衝繁,知縣,,,,,,許,月華,,,,湖南,善化,,,貢生,,,,,,,,
80022,1902.0,1.0,7186.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,435,河南省,湖城,陝州直隸州,閿鄉縣,,中缺,衝難,知縣,,,,,,,空白,,,,,,,,,,,,,,,,
80027,1902.0,1.0,7191.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,435,河南省,欒川,陝州直隸州,盧氏縣,,簡缺,,知縣,,,,,,丁,培綬,,,,江蘇,無錫,,,監生,,,,,,,,
80036,1902.0,1.0,7200.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,435,河南省,杜衍,南陽府,南陽縣,,要缺,衝繁難,知縣,,,,,,潘,守廉,,,,山東,濟寧州,,,進士,,,,,,,,
80043,1902.0,1.0,7207.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,435,河南省,五陽,南陽府,南召縣,,簡缺,難,知縣,,,,,,,舒泰,,,,,,滿洲,正紅,進士,,,,,,,,
80048,1902.0,1.0,7212.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,435,河南省,謀陽,南陽府,鎮平縣,,簡缺,,知縣,,,,,,,空白,,,,,,,,,,,,,,,,
80052,1902.0,1.0,7216.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,435,河南省,西進,南陽府,唐縣,,中缺,繁難,知縣,,,,,,沈,同芳,,,,江蘇,武進,,,進士,,,,,,,,
80057,1902.0,1.0,7221.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,435,河南省,慈邱,南陽府,泌陽縣,,簡缺,,知縣,,,,,,,錫鐸,,,,,,滿洲,鑲藍,進士,,,,,,,,
80061,1902.0,1.0,7225.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,435,河南省,復陽,南陽府,桐柏縣,,簡缺,,知縣,,,,,,王,慶垣,,,,順天,通州,,,進士,,,,,,,,
80069,1902.0,1.0,7233.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,435,河南省,菊潭,南陽府,內鄉縣,,中缺,繁難,知縣,,,,,,章,炳嘉,,,,浙江,會稽,,,監生,,,,,,,,
80074,1902.0,1.0,7238.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,435,河南省,漢廣,南陽府,新野縣,,簡缺,衝,知縣,,,,,,錢,繩祖,,,,浙江,仁和,,,監生,,,,,,,,
80086,1902.0,1.0,7250.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,435,河南省,定陵,南陽府,舞陽縣,,簡缺,,知縣,,,,,,李,文烈,,,,順天,密雲,,,附貢,,,,,,,,
80090,1902.0,1.0,7254.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,435,河南省,汝墳,南陽府,葉縣,,簡缺,衝,知縣,,,,,,余,鉞,,,,安徽,績溪,,,監生,,,,,,,,
80101,1902.0,1.0,7265.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,436,河南省,保城,汝甯府,汝陽縣,,中缺,繁難,知縣,,,,,,汪,奎,,,,安徽,黟縣,,,舉人,,,,,,,,
80107,1902.0,1.0,7271.0,0.0,70,2.0,爵秩全覽,刻本,光緒,28.0,壬寅,春,436,河南省,滇陽,汝甯府,正陽縣,,簡缺,繁,知縣,,,,,,王,拱裳,,,,江蘇,吳縣,,,舉人,,,,,,,,
