-1.100650674779915065e+07,2.237159022627119441e+06
-1.100647770963037200e+07,2.237140309655823279e+06
-1.100644801555557363e+07,2.237132541034864262e+06
-1.100645861111743934e+07,2.237184553020423744e+06
-1.100709302547202446e+07,2.236816464671117254e+06
-1.100661849990416318e+07,2.236612132987337187e+06
-1.100675147474740259e+07,2.236792443048635963e+06
-1.100672194888514467e+07,2.236760069937123917e+06
-1.100660387126225792e+07,2.236707293057400733e+06
-1.100661488269477710e+07,2.236665021823793650e+06
-1.100744156311660260e+07,2.236273349365266971e+06
-1.100721732399856299e+07,2.236614446609763894e+06
-1.100674584671815112e+07,2.236413405866380315e+06
-1.100695512590766512e+07,2.236252737631515600e+06
-1.100708294606910087e+07,2.236307932010175660e+06
-1.100702673423029110e+07,2.236277830230657943e+06
-1.100714927576732635e+07,2.236034912613885943e+06
-1.100684036173941195e+07,2.235734259019214660e+06
-1.100688758220245689e+07,2.235744437692068517e+06
-1.100683644572759233e+07,2.235852037225587759e+06
-1.100687058144883253e+07,2.235659043295420706e+06
-1.100703457019306719e+07,2.235654019934372976e+06
-1.100707765385545045e+07,2.235656369971046224e+06
-1.100705404233779572e+07,2.235761179357612506e+06
-1.100700347755441628e+07,2.235749233501493465e+06
-1.100713959656548500e+07,2.235673715427497402e+06
-1.100695382674195617e+07,2.235882424254092388e+06
-1.100697601265335083e+07,2.235823589205032215e+06
-1.100697004338434897e+07,2.235667445947919507e+06
-1.100698100083735213e+07,2.235590428567142226e+06
-1.100701438509528711e+07,2.235903859279790893e+06
-1.100708010744461603e+07,2.236021979823453352e+06
-1.100718825467701815e+07,2.235871843264979776e+06
-1.100717564068061672e+07,2.235768354445634410e+06
-1.100648910415522754e+07,2.235348844215145335e+06
-1.100656527706911974e+07,2.235230762568312697e+06
-1.100682813232980855e+07,2.235310747401634697e+06
-1.100642632209217176e+07,2.235875203135955147e+06
-1.100643885446472839e+07,2.235798554117609747e+06
-1.100667369623941183e+07,2.235820090341501404e+06
-1.100663636810634471e+07,2.235731342900823336e+06
-1.100665429801984690e+07,2.235663490995234810e+06
-1.100671436196888797e+07,2.235582002601397224e+06
-1.100666636352699623e+07,2.235569031014227308e+06
-1.100679107141922601e+07,2.235666544833411463e+06
-1.100644574371915311e+07,2.235746122808884829e+06
-1.100673557340780832e+07,2.235729058009054977e+06
-1.100674035894574039e+07,2.235654930423818994e+06
-1.100672995548792556e+07,2.235876944922082592e+06
-1.100615609172931686e+07,2.236380247286054771e+06
-1.100650351444597356e+07,2.236044515506821219e+06
-1.100634743272408843e+07,2.236255769595135935e+06
-1.100640799892360717e+07,2.236259667999079451e+06
-1.100654709799449332e+07,2.236125091116665863e+06
-1.100631325211639702e+07,2.236497794822514988e+06
-1.100630845886737108e+07,2.236569056162449531e+06
-1.100629878682725132e+07,2.236605995552802458e+06
-1.100621532365688309e+07,2.236543301082400605e+06
-1.100615187585300021e+07,2.236464448180490639e+06
-1.100612231579102762e+07,2.236542871115051210e+06
-1.100610004653642140e+07,2.236481191577228718e+06
-1.100611290077790618e+07,2.236433746328220703e+06
-1.100617150280108862e+07,2.236604516993181314e+06
-1.100623307711801305e+07,2.236625375908721238e+06
-1.100621547808773816e+07,2.236693927973416168e+06
-1.100616963153390400e+07,2.236690367644533049e+06
-1.100611523534139432e+07,2.236650786027004942e+06
-1.100606425564309210e+07,2.236654669539473951e+06
-1.100647144662402198e+07,2.236696534421749879e+06
-1.100648235323249921e+07,2.236659676822977141e+06
-1.100632752455330454e+07,2.236744430687505752e+06
-1.100629240534815937e+07,2.236776714786499273e+06
-1.100637294443457387e+07,2.236853931181033608e+06
-1.100634704800232127e+07,2.236853483911531512e+06
-1.100632616722652689e+07,2.236847131488380022e+06
-1.100630423084298708e+07,2.236842270483059809e+06
-1.100632247343925200e+07,2.236823203867357224e+06
-1.100628680714575946e+07,2.236840533761561383e+06
-1.100621940213287622e+07,2.236803287679726258e+06
-1.100616423177685589e+07,2.236818363748395815e+06
-1.100629463205643371e+07,2.236983248758548871e+06
-1.100633856981308013e+07,2.236983494141587522e+06
-1.100638758822446875e+07,2.236537785255749244e+06
-1.100637907537627406e+07,2.236691923464919440e+06
-1.100637127435278893e+07,2.236737792298403103e+06
-1.100637843171247467e+07,2.236581767881320324e+06
-1.100632340959567018e+07,2.236882504146786407e+06
-1.100629326527989097e+07,2.236877836445279885e+06
-1.100625763521122187e+07,2.236869859406642616e+06
-1.100627103188234195e+07,2.236836492273237556e+06
-1.100654818789588101e+07,2.236611383726392873e+06
-1.100647456607102975e+07,2.236600437003436964e+06
-1.100637898452387750e+07,2.237189609318883158e+06
-1.100627035799819790e+07,2.237214071614903398e+06
-1.100624011807369255e+07,2.237213442202139180e+06
-1.100625325498605333e+07,2.237182839824500959e+06
-1.100627153054967150e+07,2.237164587122173514e+06
-1.100629263614474796e+07,2.237153903783313930e+06
-1.100628102666586637e+07,2.237122219125915784e+06
-1.100631341208695993e+07,2.237069954623916186e+06
-1.100628792255255394e+07,2.237045271612763405e+06
-1.100633007864649221e+07,2.237025402968335897e+06
-1.100628039447116107e+07,2.237012352532090619e+06
-1.100625761715199985e+07,2.237001157219849527e+06
-1.100588627922482602e+07,2.237326131913919467e+06
-1.100595889485523291e+07,2.237231065538346767e+06
-1.100593806010094285e+07,2.237293666721770540e+06
-1.100600027861872874e+07,2.237238064611915499e+06
-1.100595257751025259e+07,2.237169360363875981e+06
-1.100602979062948376e+07,2.237051970087258145e+06
-1.100634887380064651e+07,2.237058060183729511e+06
-1.100558705001823418e+07,2.237424593848128803e+06
-1.100554862699408270e+07,2.237376540749573149e+06
-1.100557613944769651e+07,2.236878098408252466e+06
-1.100561436730439775e+07,2.237081739138386212e+06
-1.100573075389431790e+07,2.237263033267427236e+06
-1.100564745979910903e+07,2.237203818221427035e+06
-1.100544200256074965e+07,2.237279295740446541e+06
-1.100573686369078420e+07,2.237315688792051747e+06
-1.100586961464704946e+07,2.236450557930214331e+06
-1.100561497099992260e+07,2.236674158670579083e+06
-1.100558998375368305e+07,2.236765961749052163e+06
-1.100571690785878524e+07,2.236805377919288818e+06
-1.100568398369084112e+07,2.236358421252695844e+06
-1.100582595543983206e+07,2.236762331524967216e+06
-1.100583985913554579e+07,2.236210524025244638e+06
-1.100577813763168268e+07,2.236216809357291088e+06
-1.100569743772125803e+07,2.236204093630093616e+06
-1.100570991776605509e+07,2.236157025848312769e+06
-1.100580399529389106e+07,2.236163569923377130e+06
-1.100588408548653498e+07,2.236137108592391014e+06
-1.100593933603880368e+07,2.236185891468830407e+06
-1.100598502845941111e+07,2.236195167184470687e+06
-1.100603502704404481e+07,2.236296634708685800e+06
-1.100587138247674517e+07,2.235950043764988426e+06
-1.100607220621892810e+07,2.235950718520750757e+06
-1.100599073347690143e+07,2.235940013886407483e+06
-1.100581172686614841e+07,2.236276031858931296e+06
-1.100567624096604809e+07,2.235479907204359304e+06
-1.100532436586006358e+07,2.235757040762787219e+06
-1.100530751000047289e+07,2.235819841856012121e+06
-1.100538603398991562e+07,2.235743774383453187e+06
-1.100547340769833140e+07,2.235874605849616230e+06
-1.100556718374759518e+07,2.235891908319403417e+06
-1.100530628564622253e+07,2.235962435910173226e+06
-1.100534210080962069e+07,2.235848597716690972e+06
-1.100535356723648869e+07,2.235807399655755144e+06
-1.100538852829605527e+07,2.235809136804094538e+06
-1.100544553302485123e+07,2.235811045198857319e+06
-1.100545275544906035e+07,2.235774089214974083e+06
-1.100524177598514967e+07,2.235913847027563024e+06
-1.100552048426390439e+07,2.235896706120185088e+06
-1.100567225232523307e+07,2.235948698462600354e+06
-1.100569553198003583e+07,2.235887218000923749e+06
-1.100549904048755392e+07,2.236041472008203156e+06
-1.100541278306331486e+07,2.236041610612210818e+06
-1.100537472358061932e+07,2.236054230613196269e+06
-1.100538678504447825e+07,2.236004238388601225e+06
-1.100534101930085383e+07,2.235992892032608390e+06
-1.100532780771806091e+07,2.236045749588025268e+06
-1.100528505096259899e+07,2.236030174728494603e+06
-1.100526592218030617e+07,2.235980993930606637e+06
-1.100532276309225336e+07,2.236102535627454519e+06
-1.100532311201703362e+07,2.236157438526900019e+06
-1.100527760302388854e+07,2.236148207657846622e+06
-1.100514628981499374e+07,2.236367889167921618e+06
-1.100512086302265711e+07,2.236526238714403007e+06
-1.100519329876508005e+07,2.236469922552261502e+06
-1.100558787116486393e+07,2.236309866652552038e+06
-1.100530141506792232e+07,2.236583454362520017e+06
-1.100536342176780291e+07,2.236604515092820860e+06
-1.100548676168125495e+07,2.236648221753377467e+06
-1.100549586981710047e+07,2.236357143673418090e+06
-1.100507405712185055e+07,2.236609062858397141e+06
-1.100503132162004896e+07,2.236872303292122204e+06
-1.100513663297097757e+07,2.236789818888341542e+06
-1.100530085756942257e+07,2.236784325119465590e+06
-1.100531039835496061e+07,2.237075509890092537e+06
-1.100528795778915659e+07,2.237325936581004877e+06
-1.100512093774618395e+07,2.237343613137742970e+06
-1.100507082244987600e+07,2.237345107258378062e+06
-1.100508350191176124e+07,2.237431439738901332e+06
-1.100505591237103380e+07,2.237510581118739210e+06
-1.100508075212659314e+07,2.237737718582822476e+06
-1.100482506799186021e+07,2.237448469781513326e+06
-1.100478569573017769e+07,2.237673938977127895e+06
-1.100510350633876957e+07,2.237817093741570134e+06
-1.100515292914579995e+07,2.237948279006517492e+06
-1.100515185278221592e+07,2.237896470840319991e+06
-1.100512208427625522e+07,2.238036800808839966e+06
-1.100505321630601399e+07,2.237975551090862602e+06
-1.100495693354835175e+07,2.237909588541712612e+06
-1.100488372622007132e+07,2.237882310879551806e+06
-1.100492877452065237e+07,2.237957012213529553e+06
-1.100492800409367122e+07,2.238024753373411950e+06
-1.100477018773913197e+07,2.237921045368997380e+06
-1.100485427243077569e+07,2.238020684838166460e+06
-1.100483831313571334e+07,2.238087492998732720e+06
-1.100490284760667011e+07,2.238148114075951744e+06
-1.100470089531528205e+07,2.238122146460710559e+06
-1.100481127667585015e+07,2.238203894249398261e+06
-1.100468235627717152e+07,2.238195551276486367e+06
-1.100489407604915649e+07,2.238248334304288030e+06
-1.100475463556568883e+07,2.237975629916207399e+06
-1.100471056365860067e+07,2.238005533965470735e+06
-1.100504678926429711e+07,2.238245366899701301e+06
-1.100498473315540701e+07,2.238327593779172748e+06
-1.100471050893607549e+07,2.238339627728327177e+06
-1.100481113518258743e+07,2.238414368818320334e+06
-1.100467130854472518e+07,2.238307407448021695e+06
-1.100430930455803685e+07,2.238805472979406361e+06
-1.100432698465065286e+07,2.238726005847768858e+06
-1.100441331671730988e+07,2.238744561466127634e+06
-1.100437181216661073e+07,2.238736332293114159e+06
-1.100438918087290227e+07,2.238705248398053925e+06
-1.100427381499808840e+07,2.238766556631342974e+06
-1.100424640065729991e+07,2.238705254386417568e+06
-1.100421904394273274e+07,2.238842590420939028e+06
-1.100418337044950575e+07,2.238776095349960960e+06
-1.100419454214667343e+07,2.238700333273811731e+06
