,cluster,high,mid,low,status_Gini,avg_status
0,0.0,0.0,149.0,21.0,0.05769869076157109,1.8764705882352941
1,1.0,2.0,394.0,18.0,0.023654839247043143,1.961352657004831
2,2.0,0.0,326.0,24.0,0.03306846999154691,1.9314285714285715
3,3.0,0.0,251.0,10.0,0.01878292624521073,1.9616858237547892
4,4.0,0.0,396.0,8.0,0.009801980198019802,1.9801980198019802
5,5.0,0.0,526.0,1.0,0.0009478655904968363,1.9981024667931688
6,6.0,33.0,438.0,8.0,0.039260327445487686,2.0521920668058455
7,7.0,0.0,282.0,5.0,0.00863425656601532,1.9825783972125435
8,8.0,0.0,206.0,33.0,0.06391801043674487,1.8619246861924685
9,9.0,0.0,71.0,21.0,0.09942651373699653,1.7717391304347827
10,10.0,64.0,248.0,3.0,0.07810166999747317,2.193650793650794
11,11.0,0.0,298.0,17.0,0.0262357906729848,1.946031746031746
12,12.0,7.0,327.0,4.0,0.01591707261810355,2.0088757396449703
13,13.0,0.0,262.0,11.0,0.01973229262948889,1.9597069597069596
14,14.0,0.0,186.0,7.0,0.01779977305972904,1.9637305699481866
15,15.0,9.0,420.0,2.0,0.012431282189571714,2.0162412993039442
16,16.0,0.0,87.0,34.0,0.1175301970756516,1.71900826446281
17,17.0,0.0,370.0,21.0,0.02611317051530662,1.9462915601023019
18,18.0,0.0,197.0,5.0,0.012221146926722748,1.9752475247524752
19,19.0,0.0,212.0,16.0,0.03381180223285486,1.9298245614035088
20,20.0,0.0,305.0,0.0,0.0,2.0
21,21.0,1.0,355.0,10.0,0.014832702234919769,1.9754098360655739
22,22.0,29.0,316.0,5.0,0.0435438042620363,2.0685714285714285
23,23.0,0.0,57.0,17.0,0.09995873736331752,1.7702702702702702
24,24.0,117.0,180.0,2.0,0.10267042549498796,2.3846153846153846
25,25.0,0.0,240.0,29.0,0.05083223172486324,1.8921933085501859
26,26.0,0.0,249.0,2.0,0.0039681274900398395,1.9920318725099602
27,27.0,0.0,321.0,22.0,0.03100741157048017,1.935860058309038
28,28.0,0.0,426.0,20.0,0.0219072695108405,1.9551569506726458
29,29.0,0.0,177.0,45.0,0.08992074781548465,1.7972972972972974
30,30.0,18.0,266.0,14.0,0.05042505592841163,2.0134228187919465
31,31.0,0.0,280.0,19.0,0.030729951883364814,1.9364548494983278
32,32.0,23.0,467.0,0.0,0.0218548436323682,2.046938775510204
33,33.0,0.0,494.0,1.0,0.001009079674398178,1.997979797979798
34,34.0,0.0,264.0,23.0,0.03839708607093849,1.9198606271777003
35,35.0,0.0,102.0,21.0,0.07739837398373982,1.829268292682927
36,36.0,0.0,233.0,26.0,0.04754057193081583,1.8996138996138996
37,37.0,35.0,445.0,13.0,0.04481390257252325,2.0446247464503045
38,38.0,0.0,266.0,7.0,0.012654012654012654,1.9743589743589745
39,39.0,0.0,499.0,6.0,0.005905092501282001,1.988118811881188
40,40.0,5.0,381.0,17.0,0.026726503365814332,1.9702233250620347
41,41.0,0.0,385.0,11.0,0.013693270735524257,1.9722222222222223
42,42.0,2.0,458.0,4.0,0.006432933641170775,1.9956896551724137
43,43.0,38.0,283.0,4.0,0.054835807467386415,2.1046153846153848
44,44.0,0.0,158.0,61.0,0.11673509925753668,1.721461187214612
45,45.0,1.0,229.0,30.0,0.05607864640451198,1.8884615384615384
46,46.0,0.0,332.0,0.0,0.0,2.0
47,47.0,0.0,367.0,6.0,0.00797768277661039,1.9839142091152815
48,48.0,2.0,214.0,15.0,0.03565402674534078,1.9437229437229437
49,49.0,0.0,192.0,15.0,0.03486978315353602,1.9275362318840579
