,cluster,high,mid,low,status_Gini,avg_status
0,0.0,8.0,415.0,0.0,0.009190514945659695,2.0189125295508275
1,1.0,0.0,313.0,0.0,0.0,2.0
2,2.0,0.0,394.0,4.0,0.004999746205776356,1.9899497487437185
3,3.0,11.0,353.0,10.0,0.027248452482097344,2.0026737967914436
4,4.0,0.0,435.0,1.0,0.00114547235593381,1.9977064220183487
5,5.0,2.0,304.0,7.0,0.014220082007274676,1.9840255591054312
6,6.0,0.0,194.0,0.0,0.0,2.0
7,7.0,12.0,265.0,6.0,0.030356569225827176,2.021201413427562
8,8.0,1.0,454.0,28.0,0.02915307902111625,1.9440993788819876
9,9.0,0.0,291.0,4.0,0.0067333834673454045,1.9864406779661017
10,10.0,0.0,267.0,0.0,0.0,2.0
11,11.0,0.0,232.0,7.0,0.014426707175154794,1.9707112970711298
12,12.0,2.0,322.0,3.0,0.007596086750869895,1.996941896024465
13,13.0,0.0,300.0,5.0,0.008128979813033465,1.9836065573770492
14,14.0,0.0,206.0,1.0,0.0024096103683428666,1.9951690821256038
15,15.0,16.0,340.0,2.0,0.02366266166679421,2.0391061452513966
16,16.0,0.0,292.0,8.0,0.013153153153153152,1.9733333333333334
17,17.0,0.0,227.0,4.0,0.008582392861868845,1.9826839826839826
18,18.0,0.0,231.0,11.0,0.022198731501057084,1.9545454545454546
19,19.0,1.0,200.0,4.0,0.012081260861748669,1.9853658536585366
20,20.0,1.0,258.0,4.0,0.00943663712567885,1.9885931558935361
21,21.0,17.0,168.0,2.0,0.0448153086894959,2.0802139037433154
22,22.0,4.0,277.0,19.0,0.037168091168091166,1.95
23,23.0,0.0,243.0,0.0,0.0,2.0
24,24.0,11.0,158.0,17.0,0.0704800517069158,1.967741935483871
25,25.0,0.0,317.0,0.0,0.0,2.0
26,26.0,0.0,213.0,4.0,0.009130854142106955,1.9815668202764978
27,27.0,0.0,208.0,3.0,0.0070581049440667796,1.985781990521327
28,28.0,9.0,194.0,6.0,0.0342997420132062,2.014354066985646
29,29.0,0.0,223.0,6.0,0.012926537079259576,1.9737991266375545
30,30.0,39.0,252.0,2.0,0.05745621483628158,2.1262798634812285
31,31.0,0.0,298.0,16.0,0.024811623163065653,1.9490445859872612
32,32.0,5.0,102.0,1.0,0.026178451178451176,2.037037037037037
33,33.0,0.0,126.0,1.0,0.003921446578071022,1.9921259842519685
34,34.0,3.0,138.0,0.0,0.0103023516237402,2.021276595744681
35,35.0,0.0,178.0,5.0,0.013471988859119323,1.9726775956284153
36,36.0,0.0,207.0,1.0,0.0023980537534754407,1.9951923076923077
37,37.0,2.0,260.0,26.0,0.04644726247987117,1.9166666666666667
38,38.0,0.0,202.0,37.0,0.07091148872380193,1.8451882845188285
39,39.0,6.0,169.0,1.0,0.019018971224853583,2.028409090909091
40,40.0,0.0,168.0,4.0,0.011491108071135429,1.9767441860465116
41,41.0,3.0,118.0,0.0,0.011941305447798952,2.024793388429752
42,42.0,0.0,250.0,18.0,0.03241514435544287,1.9328358208955223
43,43.0,0.0,137.0,6.0,0.02052947052947053,1.9580419580419581
44,44.0,0.0,137.0,1.0,0.003610013175230567,1.9927536231884058
45,45.0,6.0,62.0,0.0,0.03852526926263463,2.088235294117647
46,46.0,0.0,223.0,22.0,0.04278737135879993,1.910204081632653
47,47.0,0.0,122.0,16.0,0.05440356744704571,1.8840579710144927
48,48.0,0.0,180.0,18.0,0.04329004329004329,1.9090909090909092
49,49.0,0.0,130.0,4.0,0.014699231117141566,1.9701492537313432
50,50.0,1.0,192.0,9.0,0.024227422742274227,1.9603960396039604
51,51.0,5.0,220.0,0.0,0.010744810744810743,2.022222222222222
52,52.0,0.0,143.0,0.0,0.0,2.0
53,53.0,0.0,59.0,12.0,0.07670639219934994,1.8309859154929577
54,54.0,0.0,114.0,35.0,0.10181948095031516,1.7651006711409396
55,55.0,0.0,56.0,1.0,0.008694302126998912,1.9824561403508771
56,56.0,114.0,95.0,0.0,0.0974025974025974,2.5454545454545454
57,57.0,0.0,98.0,7.0,0.03218390804597701,1.9333333333333333
58,58.0,0.0,128.0,4.0,0.014918414918414918,1.9696969696969697
59,59.0,0.0,105.0,5.0,0.022198731501057084,1.9545454545454546
60,60.0,0.0,105.0,6.0,0.026276276276276274,1.945945945945946
61,61.0,0.0,68.0,32.0,0.1295238095238095,1.68
62,62.0,0.0,108.0,3.0,0.013328396890040723,1.972972972972973
63,63.0,0.0,97.0,8.0,0.03658651579443658,1.9238095238095239
64,64.0,0.0,79.0,25.0,0.1037725935266919,1.7596153846153846
65,65.0,0.0,77.0,1.0,0.0063688999172870145,1.9871794871794872
66,66.0,0.0,69.0,13.0,0.07244387013406559,1.8414634146341464
67,67.0,0.0,63.0,8.0,0.05297456380071474,1.8873239436619718
68,68.0,0.0,66.0,17.0,0.09072531737689013,1.7951807228915662
69,69.0,0.0,37.0,6.0,0.06453488372093022,1.8604651162790697
70,70.0,0.0,53.0,15.0,0.09662129314535732,1.7794117647058822
71,71.0,0.0,45.0,10.0,0.08181818181818183,1.8181818181818181
72,72.0,0.0,47.0,3.0,0.029072164948453612,1.94
73,73.0,0.0,43.0,14.0,0.10561403508771933,1.7543859649122806
74,74.0,0.0,94.0,3.0,0.01522102876882388,1.9690721649484537
75,75.0,39.0,47.0,0.0,0.1010139975752232,2.453488372093023
76,76.0,0.0,64.0,3.0,0.021875356044206446,1.955223880597015
77,77.0,68.0,33.0,0.0,0.08228822882288228,2.6732673267326734
78,78.0,0.0,38.0,12.0,0.10363636363636364,1.76
79,79.0,0.0,30.0,7.0,0.0847115772488907,1.8108108108108107
80,80.0,0.0,36.0,4.0,0.04736842105263158,1.9
81,81.0,0.0,39.0,4.0,0.04424276800907544,1.9069767441860466
82,82.0,0.0,23.0,20.0,0.1620859760394644,1.5348837209302326
83,83.0,0.0,36.0,4.0,0.04736842105263158,1.9
84,84.0,0.0,22.0,13.0,0.14335839598997493,1.6285714285714286
85,85.0,0.0,36.0,6.0,0.06593406593406594,1.8571428571428572
86,86.0,0.0,39.0,6.0,0.0619047619047619,1.8666666666666667
87,87.0,0.0,28.0,9.0,0.10478170478170476,1.7567567567567568
88,88.0,0.0,40.0,0.0,0.0,2.0
89,89.0,0.0,16.0,2.0,0.052287581699346414,1.8888888888888888
90,90.0,0.0,6.0,1.0,0.06593406593406594,1.8571428571428572
91,91.0,0.0,2.0,4.0,0.16666666666666666,1.3333333333333333
92,92.0,0.0,10.0,4.0,0.11904761904761905,1.7142857142857142
93,93.0,0.0,0.0,4.0,0.0,1.0
94,94.0,0.0,3.0,5.0,0.17045454545454544,1.375
95,95.0,0.0,12.0,8.0,0.15,1.6
96,96.0,0.0,0.0,2.0,0.0,1.0
97,97.0,0.0,0.0,1.0,0.0,1.0
98,98.0,0.0,13.0,13.0,0.16666666666666666,1.5
