,label,building_area,total_households,total_status,num_buildings,index_right,cluster_area,building_density,high,mid,low,status_Gini,avg_status
22,22.0,110081.08748255222,296,562,45,1350.0,9799051.564962743,0.01123385123067987,31,264,1,0.046221864951768485,2.1013513513513513
23,23.0,119457.88775922272,380,767,53,901.0,20568100.803916506,0.005807920181744537,0,373,7,0.009124903893199133,1.981578947368421
24,24.0,110730.48201947303,430,947,174,1740.0,87864385.57273684,0.001260243058637301,0,343,87,0.08977706910556875,1.7976744186046512
25,25.0,98580.38622868949,309,622,54,1026.0,14966358.104260888,0.006586798574639469,0,305,4,0.006430325838314201,1.9870550161812297
26,26.0,85670.82662181929,272,551,43,1505.0,11323533.495104408,0.007565732609777507,0,265,7,0.012699912367181508,1.974264705882353
27,27.0,93126.65403199443,310,638,86,1978.0,42568623.498296715,0.0021876830016765913,0,292,18,0.028164183903118638,1.9419354838709677
28,28.0,240955.08863899848,557,1000,213,0.0,142862923.98478463,0.0016866173666210344,117,437,3,0.077693436803724,2.2046678635547576
29,29.0,65790.23165905189,207,418,24,960.0,5457700.902681434,0.012054568916872737,0,203,4,0.009567573936608932,1.9806763285024154
30,30.0,83424.78913858609,249,495,27,540.0,7210849.056468803,0.011569343427560209,3,246,0,0.005915879085203087,2.0120481927710845
31,31.0,47461.563603121176,184,407,57,1881.0,14014961.173229301,0.0033864926928074517,1,143,40,0.09817298797409806,1.7880434782608696
32,32.0,71969.81791940395,247,521,58,2146.0,24522328.315469306,0.002934868866999206,0,220,27,0.05149589506627713,1.8906882591093117
33,33.0,64529.1905452956,207,419,43,1032.0,10449174.104368994,0.006175530228586654,0,202,5,0.011929650496675053,1.9758454106280192
34,34.0,66201.72556498573,216,442,32,576.0,12477451.71931255,0.005305708814125801,0,206,10,0.022599613831841323,1.9537037037037037
35,35.0,47771.9429471864,186,411,69,2622.0,35396548.10367556,0.0013496215169700625,0,147,39,0.09256030223772159,1.7903225806451613
36,36.0,35708.3853793236,133,288,44,1936.0,13575198.921622837,0.0026304134168116384,0,111,22,0.07524959940835696,1.8345864661654134
37,37.0,47192.92021196352,167,354,44,1804.0,14825318.490962254,0.003183265185212248,0,147,20,0.0560662115259926,1.8802395209580838
38,38.0,31444.03070411379,117,253,31,1116.0,11347686.125323923,0.002770964085263348,0,98,19,0.07402106936990659,1.8376068376068375
39,39.0,29052.12580888727,95,196,17,765.0,2064618.1705792155,0.014071427939015417,0,89,6,0.03054919908466819,1.936842105263158
40,40.0,28198.365289763176,119,271,63,1386.0,22796828.844094373,0.0012369424485576246,0,86,33,0.11633531461365032,1.7226890756302522
41,41.0,113753.4167602248,175,244,102,102.0,49243201.92899328,0.002310032904120505,106,69,0,0.09165413533834586,2.605714285714286
42,42.0,22082.754804437456,82,177,22,594.0,1492055.708279386,0.01480022138711089,0,69,13,0.07244387013406559,1.8414634146341464
43,43.0,20601.033702640954,80,176,27,1242.0,4584886.657187612,0.0044932481962984255,0,64,16,0.08888888888888889,1.8
44,44.0,12529.558788437427,46,99,23,644.0,3111037.6538040927,0.004027453275313663,0,39,7,0.06982097186700768,1.8478260869565217
45,45.0,8942.11979887247,37,83,17,442.0,5648062.269778791,0.0015832190531466456,0,28,9,0.10478170478170477,1.7567567567567568
46,46.0,4385.942442188417,16,34,4,156.0,199513.99135281387,0.021983132172582638,0,14,2,0.058333333333333334,1.875
47,47.0,60.0,6,18,6,294.0,119693.1338105298,0.0005012818871880987,0,0,6,0.0,1.0
48,48.0,756.4858279948055,6,16,5,240.0,33023.91754641357,0.022907210415953835,0,2,4,0.16666666666666666,1.3333333333333333
49,49.0,4494.544764422017,29,74,18,846.0,3111053.9738025493,0.0014447016356095126,0,13,16,0.17077175697865352,1.4482758620689655
