,label,building_area,total_households,total_status,num_buildings,index_right,cluster_area,building_density,high,mid,low,status_Gini,avg_status
66,66.0,60224.49714890132,196,403,62,1178.0,6311417.911152206,0.009542150115346551,0,185,11,0.027251057903476348,1.9438775510204083
67,67.0,81142.1499242032,233,464,39,2184.0,3573054.229907658,0.02270946498517047,8,219,6,0.028997468911631998,2.0085836909871246
68,68.0,86553.75625245454,268,536,23,1449.0,1942421.0918203352,0.0445597283806988,0,268,0,0.0,2.0
69,69.0,56023.66929054953,175,352,32,384.0,2650103.793051614,0.02114017927804928,0,173,2,0.005681444991789819,1.9885714285714287
70,70.0,50234.502664598396,163,335,23,1886.0,2692556.968525776,0.018656802159362555,0,154,9,0.026823556733951346,1.9447852760736197
71,71.0,39855.12635986052,145,309,47,1974.0,13478485.829947345,0.0029569438928598274,0,126,19,0.06092378165160962,1.8689655172413793
72,72.0,62208.2944538602,191,370,85,1360.0,11023876.596133992,0.0056430506919567915,15,173,3,0.04257580992372499,2.06282722513089
73,74.0,42734.9296372402,137,280,30,180.0,4377922.204869586,0.00976146391767901,0,131,6,0.021407560736463667,1.9562043795620438
74,75.0,21789.798796943254,98,227,67,871.0,7819357.483996052,0.002786648243355113,0,67,31,0.12844774273345702,1.683673469387755
75,76.0,18324.59163776908,57,115,9,828.0,725688.0543997061,0.025251334270518348,0,56,1,0.008694302126998912,1.9824561403508771
76,77.0,33329.6122502976,111,230,20,1720.0,1995731.9328233928,0.01670044543665024,0,103,8,0.034688894501978616,1.927927927927928
77,78.0,27890.546147747773,91,186,10,840.0,985556.0096962387,0.02829930097665784,0,87,4,0.021484133843684406,1.956043956043956
78,79.0,83770.87638151438,254,506,38,1064.0,3882608.5962575297,0.0215759261601238,2,252,0,0.003890690134321445,2.0078740157480315
79,80.0,57365.825600856224,200,423,44,3828.0,4255511.571401452,0.013480359444061892,0,177,23,0.05399204244031831,1.885
80,81.0,70661.78933625692,158,296,24,1368.0,2745957.254731457,0.025733025965536137,23,132,3,0.06724683544303797,2.1265822784810124
81,82.0,18449.112825662065,71,156,23,2185.0,2682454.192495451,0.006877699114965726,0,57,14,0.0878080985915493,1.8028169014084507
82,83.0,72026.0984017639,227,459,34,374.0,3181342.774275158,0.022640156535214735,0,222,5,0.010890574257037175,1.9779735682819384
83,84.0,72096.59108826893,225,461,46,2714.0,5036270.028737343,0.014315473689234345,4,206,15,0.04084029359655784,1.951111111111111
84,85.0,58593.3127264881,100,153,50,2650.0,6644193.408714339,0.008818724730324487,47,53,0,0.10085020242914979,2.47
85,86.0,22488.431733270445,93,211,41,2952.0,7886133.786238548,0.002851642178898002,0,68,25,0.1135377011954852,1.7311827956989247
86,87.0,31306.97863443859,100,201,18,1080.0,2278319.491124577,0.013741259185289017,1,97,2,0.014824120603015075,1.99
87,88.0,80497.16529459173,249,498,26,1716.0,2292418.6431468264,0.03511451345732054,0,249,0,0.0,2.0
88,89.0,73361.70866023337,198,378,30,1740.0,3228233.869282081,0.022725029112140537,19,178,1,0.04389303664665984,2.090909090909091
89,90.0,19333.92683125924,70,151,25,1025.0,2943406.5527446107,0.00656855466100363,0,59,11,0.07187153931339979,1.8428571428571427
90,91.0,34066.004286314244,117,245,36,1656.0,4675984.579953232,0.007285311511154505,0,106,11,0.04468973975700434,1.9059829059829059
91,92.0,49840.79575930685,156,313,35,1260.0,4240641.15139362,0.011753127411624409,0,155,1,0.003194822326655124,1.9935897435897436
92,93.0,48321.46729232198,150,300,13,481.0,646048.8103113953,0.0747953815889407,0,150,0,0.0,2.0
93,94.0,94701.22401431695,194,333,59,3068.0,6263864.58864682,0.015118657607311913,55,139,0,0.08895534197482023,2.283505154639175
94,95.0,18329.680344345958,71,157,23,1840.0,3264481.9469556957,0.005614881822654699,0,56,15,0.09315736941333037,1.7887323943661972
95,96.0,85592.76713133884,264,528,21,525.0,1937111.5991631234,0.04418576976582912,0,264,0,0.0,2.0
96,97.0,47085.50803772448,152,308,20,780.0,1292135.6679531182,0.036440065238902496,0,148,4,0.012982456140350878,1.9736842105263157
97,98.0,81588.11223231762,267,548,50,900.0,8539811.818400456,0.009553853640723366,0,253,14,0.025511380005762026,1.9475655430711611
98,99.0,25637.504306175255,81,164,11,836.0,1086942.0725618296,0.023586817506980707,0,79,2,0.01219135802469136,1.9753086419753085
