,label,building_area,total_households,total_status,num_buildings,index_right,cluster_area,Area_gini,Area_mean,building_density,high,mid,low,status_Gini,avg_status
0,0.0,177609,526,1044,57,228.0,10206724.815244956,0.056784258890384805,337.6596958174905,0.017401174540800774,8,518,0,0.0074323839586770924,2.0152091254752853
1,1.0,207313,644,1291,64,960.0,22774290.528339304,0.022182619235720423,321.9145962732919,0.009102939990250367,0,641,3,0.002323754742973149,1.9953416149068324
2,2.0,219256,677,1355,64,192.0,19873032.6526557,0.017049601717401868,323.86410635155096,0.011032840524755044,0,676,1,0.0007380065743721758,1.9985228951255538
3,3.0,123285,380,760,41,1394.0,6095127.880379312,0.01655774062239185,324.4342105263158,0.020226811056231316,0,380,0,0.0,2.0
4,4.0,148173,462,931,46,644.0,9775745.914699795,0.030054899848991897,320.7207792207792,0.015157206549036037,0,455,7,0.007517927365255609,1.9848484848484849
5,5.0,180620,533,1057,98,196.0,26118960.762741495,0.10940962575643658,338.8742964352721,0.006915282795541127,22,498,13,0.031418473755399454,2.016885553470919
6,6.0,161713,505,1019,61,549.0,16440361.158553012,0.0349958087953521,320.22376237623763,0.009836341090102492,0,496,9,0.00883077318720883,1.9821782178217822
7,7.0,132241,375,737,70,2030.0,13240610.60699592,0.13348785928721046,352.6426666666667,0.009987530328104961,21,346,8,0.03624290083005679,2.034666666666667
8,8.0,284815,907,1853,249,1245.0,144945933.26814663,0.10879766999375848,314.01874310915105,0.0019649740670757477,5,858,44,0.02638756463810426,1.9570011025358325
9,9.0,206398,643,1295,134,1474.0,51116840.88147975,0.054391403150087184,320.99222395023327,0.004037769088245446,1,632,10,0.008490934843157624,1.9860031104199067
10,10.0,146453,451,908,75,900.0,22255900.086431656,0.05271137060491606,324.72949002217297,0.006580412359475198,2,441,8,0.010992437440608172,1.9866962305986697
11,11.0,149038,422,834,77,616.0,16278854.421583196,0.12074165505931277,353.1706161137441,0.009155312538602169,13,406,3,0.01824145088071745,2.023696682464455
12,12.0,100675,283,571,59,1829.0,9316368.178253794,0.20125464071580437,355.7420494699647,0.010806249610765161,14,250,19,0.05531515529436959,1.982332155477032
13,13.0,213297,678,1384,111,1776.0,62562910.560697064,0.07253727103937213,314.5973451327434,0.0034093202839894136,2,646,30,0.023092369477911646,1.9587020648967552
14,14.0,122606,390,790,55,1155.0,16344500.236726163,0.04860185869516571,314.374358974359,0.007501361205557316,1,378,11,0.015178155178155177,1.9743589743589745
15,15.0,131466,398,797,41,287.0,10530492.514921233,0.04354632991834563,330.3165829145728,0.01248431636162493,3,391,4,0.008726020037293386,1.9974874371859297
16,16.0,102184,233,441,44,1408.0,7584004.343705465,0.27247015314291245,438.5579399141631,0.013473620975020957,29,200,4,0.05971871367009606,2.107296137339056
17,17.0,137757,447,918,81,3483.0,33684101.75983171,0.0709450624717236,308.18120805369125,0.00408967414307824,0,423,24,0.02610506827123351,1.9463087248322148
18,18.0,151093,442,893,88,1144.0,35974268.74777883,0.1543067942961502,341.8393665158372,0.004200029778487963,14,405,23,0.040411118293471236,1.9796380090497738
19,19.0,99364,319,651,58,1450.0,19401356.083108142,0.06219105233422497,311.4858934169279,0.00512149767131544,0,306,13,0.019952351097178685,1.9592476489028212
20,20.0,175237,574,1189,127,762.0,69733386.38450265,0.09450583986616512,305.29094076655053,0.002512956979226011,0,533,41,0.0343915343915344,1.9285714285714286
21,21.0,150306,472,957,72,3024.0,27404809.993074056,0.04937685595960512,318.4449152542373,0.005484657621708979,0,459,13,0.013578892752462268,1.972457627118644
22,22.0,110756,296,562,45,1350.0,9799051.564962743,0.15058253204267866,374.1756756756757,0.011302726520596803,31,264,1,0.046221864951768485,2.1013513513513513
