,label,building_area,total_households,total_status,num_buildings,index_right,cluster_area,Area_gini,building_density,high,mid,low,status_Gini,avg_status
0,0.0,72943,233,474,36,72.0,3649551.5035484973,0.05227148827069043,0.019986839459335416,0,225,8,0.01686751504020091,1.9656652360515021
1,1.0,58986,182,364,21,735.0,1227842.3792802307,0.019998308361861554,0.04804036820636374,0,182,0,0.0,2.0
2,2.0,32423,102,206,15,1245.0,3014116.376495247,0.03787382372179209,0.010757049811626984,0,100,2,0.009706853038245,1.9803921568627452
3,3.0,34033,133,296,56,3808.0,6826591.479269461,0.2536098520125569,0.0049853576420017445,0,103,30,0.09844526570663949,1.7744360902255638
4,4.0,80001,240,475,49,2646.0,5363271.135784983,0.0984668011810215,0.014916456389126939,11,223,6,0.03370274914089347,2.0208333333333335
5,5.0,29208,93,188,14,1232.0,1631916.7284078475,0.047118918926419374,0.017897972054307147,0,91,2,0.010635811126694717,1.978494623655914
6,6.0,53762,72,81,62,62.0,15119443.090531515,0.4094767723516416,0.003555818800870266,63,9,0,0.03804347826086957,2.875
7,7.0,46259,150,309,36,1584.0,4603931.957660849,0.09092952901355697,0.010047715827560389,0,141,9,0.02907216494845361,1.94
8,8.0,64181,201,406,38,646.0,3160634.4291013763,0.04910190157417119,0.02030636615517973,0,197,4,0.009850246256156403,1.9800995024875623
9,9.0,75122,235,473,20,520.0,1808096.3150335106,0.025857414466295123,0.04154756545621726,0,232,3,0.006341974577429496,1.9872340425531916
10,10.0,60509,187,375,28,2268.0,3447733.215085967,0.030623800334020415,0.01755037186033875,0,186,1,0.0026666284354346175,1.9946524064171123
11,11.0,72434,227,460,63,315.0,8650199.144032855,0.12182624683410707,0.008373680049894224,3,215,9,0.02590072372561359,1.973568281938326
12,12.0,19515,63,131,15,510.0,2424641.187366397,0.10189126019994886,0.008048613585252527,0,58,5,0.03804276531549259,1.9206349206349207
13,13.0,34580,121,258,28,644.0,5063385.7455334095,0.1446414291302508,0.006829422393998765,0,105,16,0.06143494478168654,1.8677685950413223
14,14.0,47209,149,301,19,1767.0,1112142.2554028274,0.039042807501533314,0.042448706332896685,0,146,3,0.009964736662495735,1.9798657718120805
15,15.0,23331,92,205,31,1488.0,7536491.936860403,0.24042142740295216,0.0030957374061385073,0,71,21,0.09942651373699653,1.7717391304347827
16,16.0,52581,162,329,37,1184.0,4462882.982445549,0.1065990198265464,0.011781845996595437,2,153,7,0.027187584658849025,1.9691358024691359
17,17.0,61692,189,379,17,1326.0,1959874.8175622122,0.015612048220759494,0.03147752062896319,0,188,1,0.0026384853971060866,1.9947089947089947
18,18.0,85127,271,549,35,2275.0,2312324.4701189147,0.044413640494673064,0.0368144700711584,0,264,7,0.012746146153050317,1.9741697416974169
19,19.0,88696,258,510,30,120.0,2301775.204879683,0.07312782184055462,0.038533736835798554,6,252,0,0.011226944667201283,2.0232558139534884
20,20.0,53189,159,322,30,600.0,2153751.7617898635,0.10868902016659578,0.02469597515537147,2,151,6,0.02467652125145215,1.9748427672955975
21,21.0,38000,154,348,51,3621.0,9830715.905144664,0.25714778869504445,0.0038654356779971267,0,114,40,0.11048652839697617,1.7402597402597402
22,22.0,6687,28,63,12,564.0,1986780.7008367719,0.28153718219095153,0.003365746404313087,0,21,7,0.10714285714285714,1.75
23,23.0,68319,155,289,40,360.0,4315255.735242427,0.27586703266980483,0.01583197015232329,22,132,1,0.06003313517201053,2.1354838709677417
24,24.0,8793,39,91,22,2156.0,3056102.427863399,0.35752344610411385,0.0028771941410836205,0,26,13,0.13333333333333333,1.6666666666666667
25,25.0,68300,211,424,29,1769.0,1662691.336154316,0.03207508112520649,0.04107797912628385,0,209,2,0.004716768223877229,1.990521327014218
26,26.0,43268,151,321,38,2850.0,3409241.4169057994,0.14109763213230034,0.012691386355170382,0,132,19,0.05869000538225727,1.8741721854304636
27,27.0,91155,285,572,27,729.0,2107327.89713772,0.02218474517293578,0.043256201431116324,0,283,2,0.0034964170990857426,1.9929824561403509
28,28.0,52840,164,331,39,585.0,3021635.025457903,0.079293615584319,0.017487221174897705,1,159,4,0.015065666041275797,1.9817073170731707
29,29.0,89295,245,466,57,3135.0,8455323.62511563,0.16717121158256953,0.010560802159571848,27,215,3,0.052505360120701984,2.0979591836734692
30,30.0,47712,148,296,15,465.0,1052490.792786299,0.02050244615063096,0.045332463074275645,0,148,0,0.0,2.0
31,31.0,45295,143,289,18,1620.0,997664.2558049302,0.041431941200143776,0.04540104522784103,0,140,3,0.010378314265240062,1.979020979020979
32,32.0,29684,103,217,22,1518.0,4914207.38121545,0.11985908390765256,0.006040445121112927,0,92,11,0.05038586009459796,1.8932038834951457
33,33.0,48231,153,310,37,1591.0,5224009.0838315,0.06762467657174709,0.009232564343978022,0,149,4,0.01289875773709042,1.973856209150327
34,34.0,92609,236,458,42,420.0,4585700.390530298,0.19771367814088384,0.020195170227702237,16,218,2,0.03477017507149334,2.059322033898305
35,35.0,40510,112,218,22,0.0,1267242.1696650784,0.13103004158654233,0.03196705489267806,6,106,0,0.024689440993788822,2.0535714285714284
36,36.0,59201,190,387,30,1350.0,4482392.171931005,0.05470874841884715,0.013207456583277124,0,183,7,0.01807534923098631,1.9631578947368422
37,37.0,61390,192,395,45,945.0,6427322.092262899,0.1383214465168248,0.00955141178841811,2,177,13,0.03779881590705988,1.9427083333333333
38,38.0,62239,203,418,35,770.0,4444105.203514173,0.08781712635038998,0.014004843978667417,1,189,13,0.03340751669125553,1.9408866995073892
39,39.0,75899,240,487,31,1984.0,4062250.131269527,0.04738031028195336,0.018683979948886157,0,233,7,0.014367512332628611,1.9708333333333334
40,40.0,48587,164,346,41,2870.0,11598157.163897472,0.13239782411689088,0.0041892000007760465,0,146,18,0.051691581431943356,1.8902439024390243
41,41.0,51926,163,330,26,2314.0,2437916.979969471,0.05153240067606778,0.021299330710043394,0,159,4,0.012117517052166292,1.9754601226993864
42,42.0,25690,79,159,11,319.0,668353.1481830247,0.03575871244703063,0.038437763134415485,0,78,1,0.0062888010965089095,1.9873417721518987
43,43.0,36733,114,228,15,570.0,627990.9359816661,0.02568799701566401,0.05849288245311936,0,114,0,0.0,2.0
