,label,building_area,total_households,total_status,num_buildings,index_right,cluster_area,Area_gini,building_density,high,mid,low,status_Gini,avg_status
14,14.0,122606,390,790,55,1155.0,16344500.236726163,0.04995297896254096,0.007501361205557316,1,378,11,0.015178155178155177,1.9743589743589745
15,15.0,131466,398,797,41,287.0,10530492.514921233,0.04402769766129365,0.01248431636162493,3,391,4,0.008726020037293386,1.9974874371859297
16,16.0,102184,233,441,44,1408.0,7584004.343705465,0.2732179673492442,0.013473620975020957,29,200,4,0.05971871367009606,2.107296137339056
17,17.0,137757,447,918,81,3483.0,33684101.75983171,0.07360062545488541,0.00408967414307824,0,423,24,0.02610506827123351,1.9463087248322148
18,18.0,151093,442,893,88,1144.0,35974268.74777883,0.15681776589459262,0.004200029778487963,14,405,23,0.040411118293471236,1.9796380090497738
19,19.0,99364,319,651,58,1450.0,19401356.083108142,0.06419977760512698,0.00512149767131544,0,306,13,0.019952351097178685,1.9592476489028212
20,20.0,175237,574,1189,127,762.0,69733386.38450265,0.09808059270045733,0.002512956979226011,0,533,41,0.0343915343915344,1.9285714285714286
21,21.0,150306,472,957,72,3024.0,27404809.993074056,0.0506946088231951,0.005484657621708979,0,459,13,0.013578892752462268,1.972457627118644
22,22.0,110756,296,562,45,1350.0,9799051.564962743,0.15072815820375135,0.011302726520596803,31,264,1,0.046221864951768485,2.1013513513513513
23,23.0,120276,380,767,53,901.0,20568100.803916506,0.040938920596627716,0.00584769596117,0,373,7,0.009124903893199133,1.981578947368421
24,24.0,112694,430,947,174,1740.0,87864385.57273684,0.23238632124947825,0.0012825902015408557,0,343,87,0.08977706910556875,1.7976744186046512
25,25.0,99232,309,622,54,1026.0,14966358.104260888,0.04246522566272961,0.0066303371407202185,0,305,4,0.006430325838314201,1.9870550161812297
26,26.0,86288,272,551,43,1505.0,11323533.495104408,0.04862981739013941,0.007620236213131314,0,265,7,0.012699912367181508,1.974264705882353
27,27.0,93952,310,638,86,1978.0,42568623.498296715,0.10038306798720421,0.002207071600606472,0,292,18,0.028164183903118638,1.9419354838709677
28,28.0,242440,557,1000,213,0.0,142862923.98478463,0.28721242689983656,0.001697011325526423,117,437,3,0.077693436803724,2.2046678635547576
29,29.0,66244,207,418,24,960.0,5457700.902681434,0.037522334453533555,0.012137711681388318,0,203,4,0.009567573936608932,1.9806763285024154
30,30.0,83922,249,495,27,540.0,7210849.056468803,0.05476017046963375,0.01163829659209329,3,246,0,0.005915879085203087,2.0120481927710845
31,31.0,48342,184,407,57,1881.0,14014961.173229301,0.23117643179825206,0.003449313872687749,1,143,40,0.09817298797409806,1.7880434782608696
32,32.0,72804,247,521,58,2146.0,24522328.315469306,0.13029777820233546,0.0029688861132355607,0,220,27,0.05149589506627713,1.8906882591093117
33,33.0,64993,207,419,43,1032.0,10449174.104368994,0.05828802026351442,0.006219917416518614,0,202,5,0.011929650496675053,1.9758454106280192
34,34.0,66746,216,442,32,576.0,12477451.71931255,0.06254731084925041,0.005349329454562489,0,206,10,0.022599613831841323,1.9537037037037037
35,35.0,48642,186,411,69,2622.0,35396548.10367556,0.2294165719117184,0.0013742017966703662,0,147,39,0.09256030223772159,1.7903225806451613
36,36.0,36252,133,288,44,1936.0,13575198.921622837,0.18361024333700263,0.0026704581059403204,0,111,22,0.07524959940835696,1.8345864661654134
37,37.0,47775,167,354,44,1804.0,14825318.490962254,0.13791453291419462,0.00322252773383077,0,147,20,0.0560662115259926,1.8802395209580838
38,38.0,31914,117,253,31,1116.0,11347686.125323923,0.17299561651059245,0.0028123795148668695,0,98,19,0.07402106936990659,1.8376068376068375
39,39.0,29315,95,196,17,765.0,2064618.1705792155,0.0839944962092155,0.014198751332201956,0,89,6,0.03054919908466819,1.936842105263158
40,40.0,28860,119,271,63,1386.0,22796828.844094373,0.3059708605321861,0.001265965551497147,0,86,33,0.11633531461365032,1.7226890756302522
41,41.0,114435,175,244,102,102.0,49243201.92899328,0.39380901994071493,0.002323874068242164,106,69,0,0.09165413533834586,2.605714285714286
42,42.0,22410,82,177,22,594.0,1492055.708279386,0.17439965666569432,0.01501954643894821,0,69,13,0.07244387013406559,1.8414634146341464
43,43.0,20964,80,176,27,1242.0,4584886.657187612,0.22017733961413702,0.004572414013143654,0,64,16,0.08888888888888889,1.8
44,44.0,12709,46,99,23,644.0,3111037.6538040927,0.20919790009664513,0.004085132169473995,0,39,7,0.06982097186700768,1.8478260869565217
45,45.0,9131,37,83,17,442.0,5648062.269778791,0.28272257718146315,0.0016166606464056601,0,28,9,0.10478170478170477,1.7567567567567568
46,46.0,4442,16,34,4,156.0,199513.99135281387,0.130864194942779,0.022264102732248565,0,14,2,0.058333333333333334,1.875
47,47.0,150,6,18,6,294.0,119693.1338105298,0.0,0.0012532047179702466,0,0,6,0.0,1.0
48,48.0,821,6,16,5,240.0,33023.91754641357,0.6137905934875738,0.024860769436155568,0,2,4,0.16666666666666666,1.3333333333333333
49,49.0,4760,29,74,18,846.0,3111053.9738025493,0.5204905481741406,0.0015300280998281725,0,13,16,0.17077175697865352,1.4482758620689655
