,1,2,3,status_Gini
0,8.0,415.0,0.0,0.009190514945659697
1,0.0,313.0,0.0,0.0
2,0.0,394.0,4.0,0.004999746205776356
3,11.0,353.0,10.0,0.027248452482097344
4,0.0,435.0,1.0,0.00114547235593381
5,2.0,304.0,7.0,0.014220082007274674
6,0.0,194.0,0.0,0.0
7,12.0,265.0,6.0,0.030356569225827173
8,1.0,454.0,28.0,0.02915307902111625
9,0.0,291.0,4.0,0.0067333834673454045
10,0.0,267.0,0.0,0.0
11,0.0,232.0,7.0,0.014426707175154794
12,2.0,322.0,3.0,0.007596086750869896
13,0.0,300.0,5.0,0.008128979813033465
14,0.0,206.0,1.0,0.0024096103683428666
15,16.0,340.0,2.0,0.023662661666794215
16,0.0,292.0,8.0,0.013153153153153152
17,0.0,227.0,4.0,0.008582392861868845
18,0.0,231.0,11.0,0.022198731501057084
19,1.0,200.0,4.0,0.012081260861748667
20,1.0,258.0,4.0,0.00943663712567885
21,17.0,168.0,2.0,0.0448153086894959
22,4.0,277.0,19.0,0.03716809116809117
23,0.0,243.0,0.0,0.0
24,11.0,158.0,17.0,0.0704800517069158
25,0.0,317.0,0.0,0.0
26,0.0,213.0,4.0,0.009130854142106955
27,0.0,208.0,3.0,0.00705810494406678
28,9.0,194.0,6.0,0.0342997420132062
29,0.0,223.0,6.0,0.012926537079259575
30,39.0,252.0,2.0,0.05745621483628157
31,0.0,298.0,16.0,0.024811623163065653
32,5.0,102.0,1.0,0.026178451178451176
33,0.0,126.0,1.0,0.003921446578071022
34,3.0,138.0,0.0,0.010302351623740201
35,0.0,178.0,5.0,0.013471988859119325
36,0.0,207.0,1.0,0.0023980537534754403
37,2.0,260.0,26.0,0.046447262479871174
38,0.0,202.0,37.0,0.07091148872380193
39,6.0,169.0,1.0,0.01901897122485358
40,0.0,168.0,4.0,0.01149110807113543
41,3.0,118.0,0.0,0.011941305447798953
42,0.0,250.0,18.0,0.03241514435544287
43,0.0,137.0,6.0,0.02052947052947053
44,0.0,137.0,1.0,0.0036100131752305666
45,6.0,62.0,0.0,0.03852526926263463
46,0.0,223.0,22.0,0.04278737135879993
47,0.0,122.0,16.0,0.05440356744704571
48,0.0,180.0,18.0,0.04329004329004329
49,0.0,130.0,4.0,0.014699231117141566
50,1.0,192.0,9.0,0.024227422742274227
51,5.0,220.0,0.0,0.010744810744810745
52,0.0,143.0,0.0,0.0
53,0.0,59.0,12.0,0.07670639219934994
54,0.0,114.0,35.0,0.10181948095031515
55,0.0,56.0,1.0,0.008694302126998912
56,114.0,95.0,0.0,0.09740259740259741
57,0.0,98.0,7.0,0.03218390804597701
58,0.0,128.0,4.0,0.014918414918414918
59,0.0,105.0,5.0,0.022198731501057084
60,0.0,105.0,6.0,0.026276276276276274
61,0.0,68.0,32.0,0.1295238095238095
62,0.0,108.0,3.0,0.013328396890040724
63,0.0,97.0,8.0,0.036586515794436586
64,0.0,79.0,25.0,0.1037725935266919
65,0.0,77.0,1.0,0.006368899917287014
66,0.0,69.0,13.0,0.07244387013406559
67,0.0,63.0,8.0,0.05297456380071474
68,0.0,66.0,17.0,0.09072531737689012
69,0.0,37.0,6.0,0.06453488372093023
70,0.0,53.0,15.0,0.09662129314535733
71,0.0,45.0,10.0,0.08181818181818182
72,0.0,47.0,3.0,0.02907216494845361
73,0.0,43.0,14.0,0.10561403508771931
74,0.0,94.0,3.0,0.015221028768823879
75,39.0,47.0,0.0,0.1010139975752232
76,0.0,64.0,3.0,0.021875356044206446
77,68.0,33.0,0.0,0.08228822882288228
78,0.0,38.0,12.0,0.10363636363636364
79,0.0,30.0,7.0,0.0847115772488907
80,0.0,36.0,4.0,0.04736842105263158
81,0.0,39.0,4.0,0.04424276800907544
82,0.0,23.0,20.0,0.1620859760394644
83,0.0,36.0,4.0,0.04736842105263158
84,0.0,22.0,13.0,0.14335839598997493
85,0.0,36.0,6.0,0.06593406593406594
86,0.0,39.0,6.0,0.0619047619047619
87,0.0,28.0,9.0,0.10478170478170477
88,0.0,40.0,0.0,0.0
89,0.0,16.0,2.0,0.05228758169934641
90,0.0,6.0,1.0,0.06593406593406594
91,0.0,2.0,4.0,0.16666666666666666
92,0.0,10.0,4.0,0.11904761904761905
93,0.0,0.0,4.0,0.0
94,0.0,3.0,5.0,0.17045454545454544
95,0.0,12.0,8.0,0.15
96,0.0,0.0,2.0,0.0
97,0.0,0.0,1.0,0.0
98,0.0,13.0,13.0,0.16666666666666666
99,386.0,14587.0,714.0,0.03407859151959046
