,1,2,3,status_Gini
0,0.0,220.0,8.0,0.01723057644110276
1,0.0,182.0,0.0,0.0
2,0.0,100.0,2.0,0.009706853038245
3,0.0,103.0,30.0,0.09844526570663949
4,11.0,223.0,6.0,0.03370274914089347
5,0.0,91.0,2.0,0.010635811126694717
6,63.0,9.0,0.0,0.03804347826086957
7,0.0,141.0,9.0,0.02907216494845361
8,0.0,197.0,4.0,0.009850246256156403
9,0.0,232.0,3.0,0.006341974577429496
10,0.0,186.0,1.0,0.0026666284354346175
11,3.0,215.0,9.0,0.02590072372561359
12,0.0,58.0,5.0,0.03804276531549259
13,0.0,105.0,16.0,0.06143494478168654
14,0.0,146.0,3.0,0.009964736662495735
15,0.0,71.0,21.0,0.09942651373699653
16,2.0,146.0,7.0,0.028387096774193547
17,0.0,188.0,1.0,0.0026384853971060866
18,0.0,254.0,7.0,0.013227690361938773
19,6.0,252.0,0.0,0.011226944667201283
20,2.0,151.0,6.0,0.02467652125145215
21,0.0,114.0,40.0,0.11048652839697617
22,0.0,21.0,7.0,0.10714285714285714
23,22.0,132.0,1.0,0.06003313517201053
24,0.0,26.0,13.0,0.13333333333333333
25,0.0,198.0,2.0,0.004974874371859297
26,0.0,132.0,19.0,0.05869000538225727
27,0.0,275.0,2.0,0.0035970282007010937
28,1.0,159.0,4.0,0.015065666041275797
29,27.0,215.0,3.0,0.052505360120701984
30,0.0,148.0,0.0,0.0
31,0.0,140.0,3.0,0.010378314265240062
32,0.0,92.0,11.0,0.05038586009459796
33,0.0,140.0,4.0,0.013693270735524255
34,16.0,218.0,2.0,0.03477017507149334
35,6.0,106.0,0.0,0.024689440993788822
36,0.0,183.0,7.0,0.01807534923098631
37,2.0,169.0,13.0,0.0393831445621727
38,1.0,189.0,13.0,0.03340751669125553
39,0.0,233.0,7.0,0.014367512332628611
40,0.0,146.0,18.0,0.051691581431943356
41,0.0,159.0,4.0,0.012117517052166292
42,0.0,78.0,1.0,0.0062888010965089095
43,0.0,114.0,0.0,0.0
44,0.0,43.0,12.0,0.09573283858998145
45,0.0,235.0,6.0,0.012291223543359252
46,0.0,144.0,8.0,0.025604551920341393
47,6.0,158.0,3.0,0.025906643685921927
48,0.0,49.0,15.0,0.1016316371681416
49,0.0,77.0,5.0,0.02952906887559442
50,0.0,287.0,0.0,0.0
51,0.0,180.0,1.0,0.002754778775959964
52,0.0,214.0,4.0,0.009089364593951748
53,0.0,86.0,5.0,0.026696467374433475
54,0.0,87.0,5.0,0.026414865193101773
55,25.0,141.0,0.0,0.05948162397489116
56,0.0,131.0,29.0,0.08159364261168385
57,0.0,99.0,3.0,0.014486391571553995
58,0.0,263.0,0.0,0.0
59,19.0,221.0,4.0,0.042653912590033566
60,0.0,131.0,5.0,0.018038114122053316
61,0.0,30.0,4.0,0.05514705882352941
62,0.0,128.0,19.0,0.060160791589363015
63,0.0,177.0,5.0,0.013544950870856163
64,0.0,43.0,16.0,0.11432369557992689
65,0.0,185.0,5.0,0.012982456140350878
66,0.0,176.0,11.0,0.028520499108734405
67,8.0,209.0,6.0,0.030249039077514413
68,0.0,268.0,0.0,0.0
69,0.0,173.0,2.0,0.005681444991789819
70,0.0,154.0,9.0,0.026823556733951346
71,0.0,126.0,19.0,0.06092378165160962
72,15.0,173.0,3.0,0.04257580992372499
73,0.0,28.0,0.0,0.0
74,0.0,131.0,6.0,0.021407560736463667
75,0.0,67.0,31.0,0.12844774273345702
76,0.0,56.0,1.0,0.008694302126998912
77,0.0,103.0,8.0,0.034688894501978616
78,0.0,87.0,4.0,0.021484133843684406
79,2.0,252.0,0.0,0.003890690134321445
80,0.0,177.0,23.0,0.05399204244031831
81,23.0,132.0,3.0,0.06724683544303797
82,0.0,57.0,14.0,0.0878080985915493
83,0.0,208.0,5.0,0.011597693843185796
84,4.0,190.0,15.0,0.04384985246229265
85,47.0,53.0,0.0,0.10085020242914979
86,0.0,68.0,25.0,0.1135377011954852
87,1.0,97.0,2.0,0.014824120603015075
88,0.0,249.0,0.0,0.0
89,19.0,178.0,1.0,0.04389303664665984
90,0.0,59.0,11.0,0.07187153931339979
91,0.0,106.0,11.0,0.04468973975700434
92,0.0,155.0,1.0,0.003194822326655124
93,0.0,150.0,0.0,0.0
94,55.0,139.0,0.0,0.08895534197482023
95,0.0,56.0,15.0,0.09315736941333037
96,0.0,264.0,0.0,0.0
97,0.0,148.0,4.0,0.012982456140350878
98,0.0,253.0,14.0,0.025511380005762026
99,0.0,79.0,2.0,0.01219135802469136
100,386.0,14587.0,714.0,0.03407859151959046
